,Date,GameID,Outcome,TeamPoints,PlayerID,MaxSpeedInGame,MaxAccelImpulseInGame
182394,2018-04-21,19,L,19,16,6.828576891428571,4.3101886333333335
183405,2018-04-21,20,L,5,1,7.237228012000001,4.7500038
184351,2018-04-21,20,L,5,2,6.1094493320000005,5.277781999999999
184965,2018-04-21,20,L,5,4,6.959529377142857,4.666670399999999
185898,2018-04-21,20,L,5,5,7.839450716,5.6666712
186290,2018-04-21,20,L,5,7,7.442367065,5.3055598
187184,2018-04-21,20,L,5,8,7.0111167199999995,5.916671400000001
188096,2018-04-21,20,L,5,10,7.27639471,5.9444492
188361,2018-04-21,20,L,5,11,7.427783720000001,5.3472265
189120,2018-04-21,20,L,5,12,7.018524133333333,5.888893599999999
189754,2018-04-21,20,L,5,13,6.026393710000001,4.8750039
190669,2018-04-21,20,L,5,15,6.682644235000001,5.5000044
191241,2018-04-21,20,L,5,16,5.722921245,4.722226
191900,2018-04-22,21,L,19,1,8.180006544,4.444448
192611,2018-04-22,21,L,19,2,7.254172469999999,4.7777816
193444,2018-04-22,21,L,19,4,7.343524393333333,4.9722262
193946,2018-04-22,21,L,19,5,7.7361173,4.605559240000001
194771,2018-04-22,21,L,19,7,7.8333396,4.398151666666667
195664,2018-04-22,21,L,19,8,7.471765236666666,5.064818866666666
196333,2018-04-22,21,L,19,10,7.7809090025,4.277781200000001
197246,2018-04-22,21,L,19,11,6.93472777,4.3888924000000005
198117,2018-04-22,21,L,19,12,4.338892360000001,5.5833378
199017,2018-04-22,21,L,19,13,6.902088855,4.6944482
199912,2018-04-22,21,L,19,15,3.920142025,4.8333372
200114,2018-04-22,21,L,19,16,4.2013922500000005,5.1111152
200502,2018-04-22,22,W,33,1,7.9055618800000005,4.6388926
201132,2018-04-22,22,W,33,2,6.380005104,5.2222264
202062,2018-04-22,22,W,33,4,5.701988688571428,5.5833378
203067,2018-04-22,22,W,33,5,7.4661170839999995,4.09444772
203576,2018-04-22,22,W,33,7,6.862505489999999,4.4583369
204545,2018-04-22,22,W,33,8,7.7127045828571426,4.425929466666667
205517,2018-04-22,22,W,33,11,7.762969173333333,4.6805593
206533,2018-04-22,22,W,33,12,5.142133743333333,3.7777808
207509,2018-04-22,22,W,33,13,7.143755715,3.900796771428571
208512,2018-04-22,22,W,33,15,6.584925902857143,4.8194483
209520,2018-04-22,22,W,33,16,6.928894432,5.407411733333333
210264,2018-05-12,23,L,7,1,8.079867575,4.629633333333333
211295,2018-05-12,23,L,7,2,6.167597526666666,5.333337599999999
212316,2018-05-12,23,L,7,4,6.131254905,5.3888932
213312,2018-05-12,23,L,7,5,8.34167334,5.694449
213702,2018-05-12,23,L,7,7,6.6361164200000005,4.52083695
214713,2018-05-12,23,L,7,8,7.003477825,4.607146542857143
215738,2018-05-12,23,L,7,11,7.0770889949999995,5.7777824
216484,2018-05-12,23,L,7,12,5.863893580000001,3.6944474
217536,2018-05-12,23,L,7,13,6.98889448,5.4444488
218581,2018-05-12,23,L,7,15,5.954634393333333,4.7500038
219144,2018-05-12,23,L,7,16,6.904449968,5.1250041
219560,2018-05-12,24,W,24,1,7.36945034,5.916671400000001
220063,2018-05-12,24,W,24,2,7.633894996,4.8055594
221057,2018-05-12,24,W,24,4,6.304634673333333,5.6111156
222015,2018-05-12,24,W,24,5,8.53056238,5.8055601999999995
222400,2018-05-12,24,W,24,7,6.750799051428572,4.3333368
223377,2018-05-12,24,W,24,8,7.009264866666666,4.5555592
223863,2018-05-12,24,W,24,11,6.362042126666666,4.722226
224842,2018-05-12,24,W,24,12,6.279634653333333,5.4722266
225748,2018-05-12,24,W,24,13,7.0188945039999995,4.8333372
226638,2018-05-12,24,W,24,15,6.415282910000001,4.965281749999999
227631,2018-05-12,24,W,24,16,6.828576891428571,4.3101886333333335
228642,2018-05-12,25,W,19,1,7.237228012000001,4.7500038
229588,2018-05-12,25,W,19,2,6.1094493320000005,5.277781999999999
230202,2018-05-12,25,W,19,4,6.959529377142857,4.666670399999999
231135,2018-05-12,25,W,19,5,7.839450716,5.6666712
231527,2018-05-12,25,W,19,7,7.442367065,5.3055598
232421,2018-05-12,25,W,19,8,7.0111167199999995,5.916671400000001
233333,2018-05-12,25,W,19,10,7.27639471,5.9444492
233598,2018-05-12,25,W,19,11,7.427783720000001,5.3472265
234357,2018-05-12,25,W,19,12,7.018524133333333,5.888893599999999
234991,2018-05-12,25,W,19,13,6.026393710000001,4.8750039
235906,2018-05-12,25,W,19,15,6.682644235000001,5.5000044
236478,2018-05-12,25,W,19,16,5.722921245,4.722226
237137,2018-05-13,26,L,26,1,8.180006544,4.444448
237848,2018-05-13,26,L,26,2,7.254172469999999,4.7777816
238681,2018-05-13,26,L,26,4,7.343524393333333,4.9722262
239183,2018-05-13,26,L,26,5,7.7361173,4.605559240000001
240008,2018-05-13,26,L,26,7,7.8333396,4.398151666666667
240901,2018-05-13,26,L,26,8,7.471765236666666,5.064818866666666
241570,2018-05-13,26,L,26,10,7.7809090025,4.277781200000001
242483,2018-05-13,26,L,26,11,6.93472777,4.3888924000000005
243354,2018-05-13,26,L,26,12,4.338892360000001,5.5833378
244254,2018-05-13,26,L,26,13,6.902088855,4.6944482
245149,2018-05-13,26,L,26,15,3.920142025,4.8333372
245351,2018-05-13,26,L,26,16,4.2013922500000005,5.1111152
245739,2018-05-13,27,W,35,1,7.9055618800000005,4.6388926
246369,2018-05-13,27,W,35,2,6.380005104,5.2222264
247299,2018-05-13,27,W,35,4,5.701988688571428,5.5833378
248304,2018-05-13,27,W,35,5,7.4661170839999995,4.09444772
248813,2018-05-13,27,W,35,7,6.862505489999999,4.4583369
249782,2018-05-13,27,W,35,8,7.7127045828571426,4.425929466666667
250754,2018-05-13,27,W,35,11,7.762969173333333,4.6805593
251770,2018-05-13,27,W,35,12,5.142133743333333,3.7777808
252746,2018-05-13,27,W,35,13,7.143755715,3.900796771428571
253749,2018-05-13,27,W,35,15,6.584925902857143,4.8194483
254757,2018-05-13,27,W,35,16,6.928894432,5.407411733333333
255501,2018-05-13,28,W,29,1,8.079867575,4.629633333333333
256532,2018-05-13,28,W,29,2,6.167597526666666,5.333337599999999
257553,2018-05-13,28,W,29,4,6.131254905,5.3888932
258549,2018-05-13,28,W,29,5,8.34167334,5.694449
258939,2018-05-13,28,W,29,7,6.6361164200000005,4.52083695
259950,2018-05-13,28,W,29,8,7.003477825,4.607146428571428
260975,2018-05-13,28,W,29,11,7.0770889949999995,5.777782
261721,2018-05-13,28,W,29,12,5.863893571428571,3.6944474
262773,2018-05-13,28,W,29,13,6.9888945,5.444449
263818,2018-05-13,28,W,29,15,5.954634393333333,4.750004
264381,2018-05-13,28,W,29,16,6.904449968,5.1250041
264797,2018-06-08,29,W,31,1,7.554867155,5.3611154
265497,2018-06-08,29,W,31,2,6.393338448,4.972226200000001
266389,2018-06-08,29,W,31,3,6.8116721159999996,4.9166706
267231,2018-06-08,29,W,31,4,6.197782736,4.583337
268056,2018-06-08,29,W,31,5,8.406951170000001,4.500003599999999
268547,2018-06-08,29,W,31,7,7.615283870000001,5.8055601999999995
269061,2018-06-08,29,W,31,8,6.404634753333333,5.3888932
269710,2018-06-08,29,W,31,11,6.786116540000001,4.6944482
270562,2018-06-08,29,W,31,13,6.11528267,4.8333372
271470,2018-06-08,29,W,31,14,6.902783299999999,4.6574111333333335
272388,2018-06-08,29,W,31,15,5.460421035,3.857145942857142
273302,2018-06-08,29,W,31,16,6.3550976766666665,5.2222264
273641,2018-06-08,30,W,21,1,8.0416731,5.2685227333333335
274626,2018-06-08,30,W,21,2,7.974080453333333,4.9166706
275439,2018-06-08,30,W,21,3,6.954635193333334,5.5000044
276249,2018-06-08,30,W,21,4,7.301857693333333,5.416671000000001
277075,2018-06-08,30,W,21,5,8.28056218,5.6388934
278062,2018-06-08,30,W,21,7,5.856254685,3.6851881333333334
279059,2018-06-08,30,W,21,8,7.159727950000001,5.416671
279743,2018-06-08,30,W,21,11,6.25833834,5.333337599999999
280557,2018-06-08,30,W,21,13,7.467069465714284,4.259262666666666
281537,2018-06-08,30,W,21,14,7.11250569,3.9722254
282516,2018-06-08,30,W,21,15,7.603709786666667,5.791671299999999
282671,2018-06-08,30,W,21,16,7.033894515999999,5.5833378
282857,2018-06-08,31,L,14,1,8.33472889,4.611114799999999
283353,2018-06-08,31,L,14,2,7.676857993333333,5.4722266
284246,2018-06-08,31,L,14,3,6.6851905333333335,4.500003599999999
285324,2018-06-08,31,L,14,4,7.531672691999999,5.138893
286272,2018-06-08,31,L,14,5,6.776394310000001,5.8333379999999995
286883,2018-06-08,31,L,14,7,6.424542176666667,3.7291696500000002
287981,2018-06-08,31,L,14,8,6.407644015000001,4.342596066666667
288925,2018-06-08,31,L,14,11,7.167135363333333,5.5833378
289974,2018-06-08,31,L,14,13,7.100700125,5.138893
290967,2018-06-08,31,L,14,14,4.893753915,5.9444492
291460,2018-06-08,31,L,14,15,6.680097936666667,5.333337599999999
292162,2018-06-08,31,L,14,16,7.110561244,5.9444492
292665,2018-06-09,32,W,26,1,7.726672848,4.930559499999999
293659,2018-06-09,32,W,26,2,7.1217649566666665,5.333337599999999
294502,2018-06-09,32,W,26,3,7.953478585000001,5.694449
295084,2018-06-09,32,W,26,4,6.210421634999999,4.759263066666667
296128,2018-06-09,32,W,26,5,8.466117884,5.680560099999999
296907,2018-06-09,32,W,26,7,8.082546148571428,4.3194479
297970,2018-06-09,32,W,26,8,6.21389386,5.1666708
298445,2018-06-09,32,W,26,11,7.55695049,5.972226999999999
298895,2018-06-09,32,W,26,13,6.5722274800000005,5.1527819
299657,2018-06-09,32,W,26,14,6.77917209,5.416671
300472,2018-06-09,32,W,26,15,4.45694801,4.0555588
301344,2018-06-09,32,W,26,16,5.865976915,4.722226
301750,2018-06-09,33,L,7,1,7.500006,5.7500046
302707,2018-06-09,33,L,7,2,6.637968273333333,5.4722266
303142,2018-06-09,33,L,7,3,6.483338519999999,5.3055598
303770,2018-06-09,33,L,7,4,7.856117395999999,5.1388929999999995
304729,2018-06-09,33,L,7,5,8.22500658,5.55556
305202,2018-06-09,33,L,7,7,7.845561832,4.4583369
306233,2018-06-09,33,L,7,8,5.322226479999999,4.8333372
306860,2018-06-09,33,L,7,11,6.603179885714286,5.972226999999999
307765,2018-06-09,33,L,7,13,5.805004643999999,4.648151866666667
308783,2018-06-09,33,L,7,15,5.989588125,4.1388922
309807,2018-06-09,33,L,7,16,4.51944806,5.5000044
309995,2018-06-10,34,W,17,1,7.95556192,5.2083375
310915,2018-06-10,34,W,17,2,7.506487486666667,5.6666712
311444,2018-06-10,34,W,17,3,7.038894520000001,4.4166702
312267,2018-06-10,34,W,17,4,7.332876236666666,4.944448400000001
313204,2018-06-10,34,W,17,5,8.06250645,5.2083375
313919,2018-06-10,34,W,17,7,7.718987656666666,4.972226200000001
314866,2018-06-10,34,W,17,8,6.425560696,4.731485266666667
315780,2018-06-10,34,W,17,11,6.194449400000001,5.3611154
316708,2018-06-10,34,W,17,13,6.504634833333334,4.39583685
317330,2018-06-10,34,W,17,15,6.906672191999999,5.888893599999999
317555,2018-07-20,35,W,43,1,8.229867695,4.861115
318356,2018-07-20,35,W,43,2,7.02917229,4.944448400000001
319458,2018-07-20,35,W,43,3,7.970145264999999,4.683337079999999
320235,2018-07-20,35,W,43,4,6.57639415,4.8333372
321317,2018-07-20,35,W,43,5,5.95417143,4.305559
322269,2018-07-20,35,W,43,7,7.970145265000001,5.8055601999999995
322927,2018-07-20,35,W,43,10,8.23750659,5.0138929
323906,2018-07-20,35,W,43,11,8.06111756,5.041670699999999
325014,2018-07-20,35,W,43,13,6.710560924000001,4.729170450000001
326108,2018-07-20,35,W,43,14,5.113337424,4.6666704
327250,2018-07-20,35,W,43,15,6.917227756,4.180558899999999
328051,2018-07-20,35,W,43,16,6.251116112,5.5833378
328994,2018-07-20,36,L,19,1,7.635006108000001,5.0277818
329660,2018-07-20,36,L,19,2,5.826393550000001,4.4861147
330547,2018-07-20,36,L,19,3,5.917134363333333,4.56250365
331472,2018-07-20,36,L,19,4,6.590746013333333,5.9444492
332277,2018-07-20,36,L,19,5,8.041117544,5.7222268
332847,2018-07-20,36,L,19,7,8.073154606666668,5.0833374000000005
333572,2018-07-20,36,L,19,10,7.702320976666667,4.7500038
334443,2018-07-20,36,L,19,11,5.728245323333333,5.5277822
335046,2018-07-20,36,L,19,13,6.837042506666666,4.9861151
335817,2018-07-20,36,L,19,14,4.874077973333334,3.6746061142857145
336752,2018-07-20,36,L,19,15,6.760422074999999,5.694449
337005,2018-07-20,36,L,19,16,6.554866355,5.000004
337498,2018-07-21,37,L,14,1,7.5305615800000005,5.9444492
338010,2018-07-21,37,L,14,2,4.267781191999999,4.43750355
338493,2018-07-21,37,L,14,3,7.375005900000001,5.625004500000001
339387,2018-07-21,37,L,14,4,6.375699545,5.6666712
339850,2018-07-21,37,L,14,5,7.523154166666667,4.0972255
340432,2018-07-21,37,L,14,7,7.732942694285714,5.7500046
341378,2018-07-21,37,L,14,10,7.1175982866666665,5.0833374000000005
342090,2018-07-21,37,L,14,11,7.480098576666667,4.8888928
343016,2018-07-21,37,L,14,13,6.722624425714287,4.944448400000001
343902,2018-07-21,37,L,14,14,3.9975726424999998,4.6666704
344621,2018-07-21,37,L,14,15,5.233734345714287,4.435188733333334
345575,2018-07-21,37,L,14,16,7.137042746666666,5.6388934
345806,2018-07-21,38,W,22,1,7.760422875,5.3611154
346429,2018-07-21,38,W,22,2,7.18889464,4.875003899999999
347551,2018-07-21,38,W,22,3,6.136116020000001,5.231485666666667
348502,2018-07-21,38,W,22,4,6.6722275600000005,5.8055601999999995
349076,2018-07-21,38,W,22,5,6.98333892,4.6527815
349412,2018-07-21,38,W,22,7,7.718339508,5.3055598
350083,2018-07-21,38,W,22,10,6.888100748571429,5.3888932
351194,2018-07-21,38,W,22,11,6.016274654285714,4.583337
352219,2018-07-21,38,W,22,13,6.620005296,5.3333376
353130,2018-07-21,38,W,22,14,7.2083391,5.6388934
353495,2018-07-21,38,W,22,15,6.553708946666667,4.564818466666667
354432,2018-07-21,38,W,22,16,5.512226631999999,5.8055601999999995
